site,sample,trmt,breadth_mm3,Pc
tool,28_38_28,before,0.0331062,-0.046141753
tool,41_50_16,before,0.0331062,-0.046141753
tool,41_50_16,before,0.0330983,-0.046141333
tool,41_50_16,before,0.033095,-0.046141157
tool,41_50_16,before,0.0330427,-0.046138374
tool,41_50_16,before,0.0330378,-0.046138113
tool,41_50_28,before,0.0330293,-0.046137661
tool,28_38_28,before,0.0330227,-0.046137309
tool,41_50_28,before,0.0329998,-0.046136091
tool,40_50_16,before,0.0329796,-0.046135016
tool,41_50_16,before,0.0329477,-0.046133319
tool,40_50_28,after,0.0329385,-0.046132829
tool,41_50_28,before,0.0329112,-0.046131377
tool,28_38_28,after,0.0329055,-0.046131073
tool,41_50_16,before,0.0328933,-0.046130424
tool,41_50_16,after,0.0328686,-0.04612911
tool,28_38_28,before,0.0328394,-0.046127557
tool,28_38_28,after,0.0328361,-0.046127381
tool,41_50_16,before,0.0328298,-0.046127046
tool,41_50_28,before,0.0328264,-0.046126865
tool,40_50_16,before,0.0328183,-0.046126435
tool,28_38_28,after,0.0328081,-0.046125892
tool,28_38_28,after,0.0327845,-0.046124637
tool,28_38_28,before,0.0327585,-0.046123254
tool,41_50_28,before,0.0327547,-0.046123052
tool,41_50_16,before,0.0327273,-0.046121595
tool,41_50_16,before,0.0327159,-0.046120988
tool,28_38_28,after,0.0326595,-0.046117989
tool,40_50_16,before,0.0326188,-0.046115825
tool,28_38_28,after,0.0325949,-0.046114555
tool,41_50_16,before,0.0325081,-0.046109941
tool,41_50_28,before,0.0324934,-0.046109159
tool,41_50_16,before,0.0324845,-0.046108686
tool,28_38_28,before,0.0324781,-0.046108346
tool,41_50_16,before,0.0324781,-0.046108346
tool,41_50_16,before,0.0324463,-0.046106656
tool,28_38_12,before,0.0324116,-0.046104812
tool,40_50_16,after,0.0324,-0.046104195
tool,41_50_16,before,0.0323797,-0.046103117
tool,28_38_12,before,0.0323598,-0.046102059
tool,41_50_16,before,0.0323523,-0.046101661
tool,41_50_28,before,0.0323512,-0.046101602
tool,41_50_28,before,0.0323512,-0.046101602
tool,41_50_16,before,0.0323512,-0.046101602
tool,41_50_16,before,0.0323512,-0.046101602
tool,41_50_16,before,0.0323512,-0.046101602
tool,41_50_16,before,0.0323512,-0.046101602
tool,41_50_16,before,0.0323512,-0.046101602
tool,41_50_16,after,0.0323512,-0.046101602
tool,28_38_28,before,0.0323117,-0.046099504
tool,28_38_28,after,0.0323117,-0.046099504
tool,28_38_28,after,0.0323117,-0.046099504
tool,28_38_12,before,0.0323117,-0.046099504
tool,40_50_16,before,0.0323044,-0.046099116
tool,41_50_16,before,0.0323004,-0.046098903
tool,41_50_16,before,0.0322911,-0.046098409
tool,41_50_16,before,0.032278,-0.046097713
tool,41_50_16,before,0.032275,-0.046097554
tool,40_50_16,before,0.0322338,-0.046095365
tool,40_50_28,after,0.032211,-0.046094154
tool,41_50_16,before,0.0321403,-0.046090399
tool,41_50_28,before,0.0321377,-0.046090261
tool,28_38_28,before,0.0321077,-0.046088668
tool,28_38_28,after,0.0320901,-0.046087733
tool,28_38_12,before,0.0320706,-0.046086698
tool,41_50_16,before,0.032063,-0.046086294
tool,41_50_16,before,0.0320585,-0.046086055
tool,41_50_28,before,0.0320288,-0.046084478
tool,40_50_16,before,0.0320096,-0.046083459
tool,41_50_28,before,0.0320047,-0.046083199
tool,40_50_16,before,0.0319954,-0.046082705
tool,28_38_12,before,0.0319811,-0.046081946
tool,41_50_28,before,0.031946,-0.046080083
tool,28_38_28,after,0.0319276,-0.046079106
tool,41_50_16,after,0.031926,-0.046079021
tool,41_50_16,before,0.0319077,-0.04607805
tool,28_38_28,before,0.0318541,-0.046075205
tool,41_50_16,after,0.0318358,-0.046074233
tool,28_38_28,after,0.0317352,-0.046068895
tool,28_38_28,before,0.0316874,-0.046066359
tool,41_50_28,before,0.0316847,-0.046066216
tool,41_50_28,before,0.0316459,-0.046064157
tool,41_50_16,before,0.0316459,-0.046064157
tool,40_50_16,before,0.0316338,-0.046063516
tool,41_50_28,before,0.0316217,-0.046062874
tool,41_50_16,before,0.0316076,-0.046062126
tool,41_50_28,before,0.0314526,-0.046053906
tool,41_50_16,before,0.0314526,-0.046053906
tool,41_50_28,before,0.0314366,-0.046053057
tool,41_50_16,before,0.031415,-0.046051912
tool,40_50_16,before,0.0313679,-0.046049415
tool,41_50_16,before,0.0312975,-0.046045683
tool,41_50_16,before,0.031266,-0.046044013
tool,41_50_16,before,0.031179,-0.046039403
tool,41_50_16,before,0.0311173,-0.046036134
tool,41_50_16,before,0.0310891,-0.046034639
tool,40_50_16,before,0.0310099,-0.046030444
tool,28_38_12,before,0.0310099,-0.046030444
tool,40_50_16,before,0.0309856,-0.046029157
tool,41_50_16,before,0.0309798,-0.04602885
tool,41_50_28,before,0.0309579,-0.04602769
tool,28_38_12,before,0.0309579,-0.04602769
tool,41_50_16,before,0.0309579,-0.04602769
tool,41_50_16,before,0.0309579,-0.04602769
tool,41_50_16,before,0.0309579,-0.04602769
tool,41_50_28,before,0.0309519,-0.046027372
tool,28_38_28,before,0.0309513,-0.04602734
tool,41_50_16,after,0.0309487,-0.046027202
tool,41_50_16,before,0.0309162,-0.046025481
tool,28_38_12,before,0.0308249,-0.046020646
tool,41_50_28,before,0.0306767,-0.046012801
tool,28_38_28,before,0.0305935,-0.046008398
tool,41_50_16,after,0.030587,-0.046008054
tool,41_50_28,before,0.0305761,-0.046007477
tool,41_50_16,after,0.0305504,-0.046006117
tool,40_50_28,after,0.0305381,-0.046005466
tool,41_50_28,before,0.030529,-0.046004985
tool,40_50_16,before,0.0304826,-0.04600253
tool,41_50_16,before,0.0304706,-0.046001895
tool,41_50_16,before,0.0304459,-0.046000588
tool,41_50_28,before,0.0304314,-0.045999821
tool,41_50_16,before,0.0304314,-0.045999821
tool,40_50_16,before,0.0304062,-0.045998488
tool,28_38_28,before,0.0303877,-0.045997509
tool,28_38_28,after,0.0303215,-0.045994008
tool,40_50_16,before,0.0302745,-0.045991523
tool,40_50_16,before,0.0302279,-0.045989059
tool,28_38_12,after,0.0301647,-0.045985717
tool,41_50_16,before,0.0301647,-0.045985717
tool,28_38_28,after,0.0301575,-0.045985336
tool,28_38_28,before,0.0301027,-0.04598244
tool,40_50_16,after,0.0301,-0.045982297
tool,41_50_16,before,0.030095,-0.045982033
tool,28_38_28,after,0.0300834,-0.045981419
tool,28_38_28,after,0.030079,-0.045981187
tool,28_38_12,after,0.030079,-0.045981187
tool,41_50_16,before,0.0299938,-0.045976684
tool,41_50_16,before,0.029967,-0.045975268
tool,41_50_16,after,0.0299623,-0.045975019
tool,28_38_28,before,0.0299586,-0.045974824
tool,28_38_28,before,0.0299573,-0.045974755
tool,28_38_28,after,0.0299397,-0.045973825
tool,41_50_16,before,0.0299048,-0.045971981
tool,41_50_28,before,0.0298897,-0.045971183
tool,41_50_16,before,0.0298897,-0.045971183
tool,41_50_16,before,0.0298603,-0.04596963
tool,28_38_28,after,0.0298386,-0.045968484
tool,28_38_28,after,0.0298187,-0.045967432
tool,41_50_16,before,0.0298187,-0.045967432
tool,40_50_16,before,0.0298116,-0.045967057
tool,41_50_28,before,0.0298116,-0.045967057
tool,40_50_16,before,0.0297859,-0.0459657
tool,41_50_28,before,0.029767,-0.045964701
tool,40_50_16,before,0.0297563,-0.045964136
tool,41_50_16,before,0.0297313,-0.045962816
tool,41_50_16,before,0.0297313,-0.045962816
tool,41_50_16,before,0.0297265,-0.045962562
tool,28_38_28,before,0.0297024,-0.04596129
tool,41_50_28,before,0.0296612,-0.045959114
tool,41_50_16,before,0.0296449,-0.045958253
tool,41_50_16,before,0.029629,-0.045957414
tool,28_38_28,after,0.0296011,-0.04595594
tool,28_38_12,before,0.0295523,-0.045953364
tool,28_38_28,before,0.0295457,-0.045953016
tool,41_50_28,before,0.0294706,-0.045949051
tool,41_50_16,before,0.0294282,-0.045946813
tool,41_50_16,before,0.0294203,-0.045946396
tool,28_38_28,before,0.0294084,-0.045945768
tool,41_50_16,before,0.0293842,-0.045944491
tool,41_50_16,before,0.0293828,-0.045944417
tool,41_50_16,before,0.029374,-0.045943953
tool,41_50_16,before,0.0293532,-0.045942855
tool,41_50_16,before,0.0293527,-0.045942829
tool,41_50_16,before,0.029326,-0.04594142
tool,41_50_16,before,0.0293008,-0.04594009
tool,41_50_16,before,0.0292948,-0.045939774
tool,41_50_16,before,0.0292706,-0.045938497
tool,41_50_16,before,0.0292505,-0.045937437
tool,28_38_28,before,0.0292205,-0.045935854
tool,28_38_28,after,0.0292205,-0.045935854
tool,28_38_28,after,0.0292148,-0.045935553
tool,41_50_16,before,0.0291447,-0.045931856
tool,41_50_16,before,0.0291398,-0.045931597
tool,41_50_16,before,0.0291223,-0.045930674
tool,41_50_28,before,0.0291181,-0.045930453
tool,41_50_16,before,0.0291181,-0.045930453
tool,40_50_16,after,0.0291,-0.045929498
tool,41_50_16,before,0.0290999,-0.045929493
tool,41_50_28,before,0.0290481,-0.045926761
tool,28_38_28,after,0.0290481,-0.045926761
tool,41_50_16,before,0.0290481,-0.045926761
tool,41_50_16,before,0.0290481,-0.045926761
tool,41_50_16,before,0.0290481,-0.045926761
tool,41_50_16,before,0.0290481,-0.045926761
tool,28_38_28,before,0.0290463,-0.045926666
tool,41_50_16,before,0.0290463,-0.045926666
tool,28_38_28,after,0.0290344,-0.045926039
tool,41_50_16,before,0.0290344,-0.045926039
tool,41_50_28,before,0.0290293,-0.04592577
tool,41_50_28,before,0.0290027,-0.045924367
tool,28_38_12,before,0.0289619,-0.045922216
tool,41_50_16,before,0.028939,-0.045921009
tool,28_38_28,after,0.0289373,-0.045920919
tool,41_50_16,before,0.0289373,-0.045920919
tool,41_50_16,before,0.0289373,-0.045920919
tool,41_50_16,before,0.0289373,-0.045920919
tool,40_50_16,before,0.0288318,-0.045915358
tool,40_50_16,before,0.0287138,-0.04590914
tool,28_38_28,after,0.0287044,-0.045908645
tool,41_50_28,before,0.0286752,-0.045907106
tool,41_50_16,before,0.0286752,-0.045907106
tool,41_50_16,after,0.028664,-0.045906516
tool,28_38_28,after,0.0286282,-0.04590463
tool,41_50_16,before,0.0285955,-0.045902907
tool,41_50_16,before,0.0285951,-0.045902886
tool,41_50_16,before,0.0285951,-0.045902886
tool,40_50_16,before,0.0285817,-0.04590218
tool,41_50_28,before,0.0285363,-0.045899789
tool,28_38_28,after,0.0284957,-0.045897651
tool,41_50_16,before,0.0284743,-0.045896524
tool,41_50_28,before,0.0283917,-0.045892174
tool,28_38_12,before,0.0283917,-0.045892174
tool,41_50_16,before,0.0283917,-0.045892174
tool,41_50_16,before,0.0283917,-0.045892174
tool,41_50_16,before,0.0283866,-0.045891906
tool,41_50_28,before,0.0283789,-0.0458915
tool,28_38_28,after,0.0283781,-0.045891458
tool,41_50_16,before,0.0283781,-0.045891458
tool,41_50_28,before,0.0283444,-0.045889684
tool,41_50_16,before,0.0283043,-0.045887573
tool,40_50_16,before,0.0282964,-0.045887157
tool,41_50_16,after,0.0282844,-0.045886525
tool,40_50_16,before,0.0282382,-0.045884094
tool,28_38_28,before,0.0282382,-0.045884094
tool,28_38_28,after,0.0282382,-0.045884094
tool,28_38_12,after,0.0282184,-0.045883051
tool,41_50_16,before,0.0282053,-0.045882362
tool,41_50_28,before,0.0281926,-0.045881694
tool,41_50_16,before,0.0281925,-0.045881688
tool,28_38_12,before,0.0281914,-0.04588163
tool,28_38_12,before,0.0281907,-0.045881594
tool,41_50_16,before,0.0281903,-0.045881573
tool,40_50_16,before,0.028187,-0.045881399
tool,41_50_28,before,0.0281845,-0.045881267
tool,41_50_28,before,0.0281284,-0.045878315
tool,40_50_28,after,0.0280634,-0.045874895
tool,41_50_16,before,0.028046,-0.04587398
tool,41_50_16,after,0.0279762,-0.045870308
tool,28_38_28,after,0.0279587,-0.045869387
tool,28_38_28,after,0.0279122,-0.045866941
tool,28_38_12,after,0.0278894,-0.045865742
tool,41_50_28,before,0.0278841,-0.045865464
tool,28_38_28,after,0.0278755,-0.045865011
tool,28_38_28,after,0.0278719,-0.045864822
tool,41_50_16,before,0.0278666,-0.045864543
tool,41_50_16,after,0.0278634,-0.045864375
tool,41_50_28,before,0.0278276,-0.045862492
tool,41_50_28,before,0.0278148,-0.045861819
tool,28_38_28,after,0.0278031,-0.045861204
tool,40_50_16,before,0.0278008,-0.045861083
tool,41_50_16,before,0.027789,-0.045860463
tool,28_38_28,before,0.0277585,-0.045858859
tool,28_38_28,after,0.0277411,-0.045857944
tool,41_50_16,before,0.0277411,-0.045857944
tool,41_50_16,before,0.0277183,-0.045856746
tool,41_50_16,after,0.0277115,-0.045856388
tool,28_38_28,before,0.0276934,-0.045855437
tool,41_50_16,before,0.0276796,-0.045854711
tool,40_50_16,before,0.0276655,-0.04585397
tool,41_50_16,before,0.0276655,-0.04585397
tool,41_50_16,before,0.0276645,-0.045853917
tool,28_38_28,after,0.0276518,-0.04585325
tool,41_50_16,before,0.0276442,-0.04585285
tool,28_38_28,after,0.027641,-0.045852682
tool,28_38_28,after,0.0276338,-0.045852304
tool,41_50_16,before,0.0275927,-0.045850144
tool,40_50_16,before,0.0275588,-0.045848362
tool,41_50_16,before,0.0275588,-0.045848362
tool,41_50_16,before,0.0275364,-0.045847185
tool,40_50_28,before,0.0275357,-0.045847148
tool,41_50_16,before,0.0275357,-0.045847148
tool,41_50_16,before,0.0274765,-0.045844037
tool,41_50_28,before,0.0274594,-0.045843139
tool,41_50_16,before,0.0274594,-0.045843139
tool,41_50_16,before,0.0273986,-0.045839945
tool,41_50_16,before,0.0273792,-0.045838926
tool,41_50_16,before,0.0273726,-0.045838579
tool,40_50_16,before,0.0273604,-0.045837938
tool,41_50_16,before,0.0273321,-0.045836452
tool,41_50_28,before,0.0273181,-0.045835716
tool,28_38_28,after,0.0273181,-0.045835716
tool,41_50_16,before,0.0273181,-0.045835716
tool,41_50_16,after,0.0273181,-0.045835716
tool,28_38_28,after,0.0272759,-0.0458335
tool,40_50_16,before,0.0272299,-0.045831084
tool,28_38_28,before,0.0271936,-0.045829178
tool,28_38_28,after,0.0271936,-0.045829178
tool,41_50_16,before,0.0271936,-0.045829178
tool,41_50_16,before,0.0271936,-0.045829178
tool,41_50_16,before,0.0271723,-0.04582806
tool,28_38_28,after,0.0271495,-0.045826863
tool,28_38_28,after,0.0271495,-0.045826863
tool,28_38_28,after,0.0271495,-0.045826863
tool,41_50_16,before,0.0271405,-0.04582639
tool,41_50_28,before,0.0271003,-0.04582428
tool,28_38_28,after,0.0271003,-0.04582428
tool,41_50_16,before,0.0271003,-0.04582428
tool,40_50_16,before,0.0270934,-0.045823917
tool,40_50_16,before,0.0270934,-0.045823917
tool,28_38_28,before,0.0270934,-0.045823917
tool,28_38_12,before,0.0270934,-0.045823917
tool,28_38_12,after,0.0270934,-0.045823917
tool,41_50_16,before,0.0270934,-0.045823917
tool,41_50_16,before,0.027093,-0.045823896
tool,28_38_28,after,0.0270796,-0.045823193
tool,28_38_12,before,0.0270426,-0.045821251
tool,28_38_12,before,0.0270426,-0.045821251
tool,28_38_12,before,0.0270426,-0.045821251
tool,41_50_16,before,0.0270345,-0.045820826
tool,41_50_16,before,0.0270345,-0.045820826
tool,28_38_28,after,0.0269732,-0.045817608
tool,28_38_28,before,0.0269531,-0.045816553
tool,41_50_16,before,0.0269531,-0.045816553
tool,41_50_16,before,0.0269531,-0.045816553
tool,40_50_16,before,0.0269517,-0.04581648
tool,40_50_16,before,0.0269517,-0.04581648
tool,41_50_28,before,0.0269517,-0.04581648
tool,28_38_12,after,0.0269358,-0.045815646
tool,41_50_16,before,0.0268915,-0.045813321
tool,28_38_28,after,0.0268408,-0.045810661
tool,28_38_28,after,0.0268408,-0.045810661
tool,41_50_16,before,0.0268408,-0.045810661
tool,41_50_16,before,0.0268044,-0.045808751
tool,41_50_28,before,0.0268025,-0.045808652
tool,40_50_28,before,0.0267971,-0.045808368
tool,28_38_12,before,0.0267971,-0.045808368
tool,41_50_16,before,0.0267754,-0.04580723
tool,41_50_16,before,0.0267575,-0.045806291
tool,41_50_16,before,0.0267417,-0.045805462
tool,28_38_28,after,0.0266935,-0.045802934
tool,41_50_28,before,0.0266788,-0.045802163
tool,28_38_28,after,0.0266646,-0.045801418
tool,28_38_12,before,0.0265458,-0.045795189
tool,28_38_28,after,0.0264964,-0.045792599
tool,41_50_16,before,0.0264878,-0.045792148
tool,41_50_16,after,0.0264869,-0.045792101
tool,41_50_28,before,0.0263842,-0.045786718
tool,40_50_28,before,0.0263651,-0.045785717
tool,41_50_16,after,0.0263634,-0.045785628
tool,40_50_16,after,0.0263,-0.045782305
tool,28_38_28,after,0.0262752,-0.045781006
tool,28_38_12,after,0.0262634,-0.045780387
tool,41_50_16,before,0.0262634,-0.045780387
tool,41_50_16,before,0.0262634,-0.045780387
tool,41_50_16,after,0.0262634,-0.045780387
tool,41_50_16,after,0.0262634,-0.045780387
tool,28_38_28,after,0.0262345,-0.045778873
tool,41_50_16,before,0.0262216,-0.045778197
tool,41_50_16,after,0.0261679,-0.045775384
tool,41_50_16,before,0.0260579,-0.045769622
tool,41_50_16,after,0.0260563,-0.045769539
tool,41_50_16,before,0.0260488,-0.045769146
tool,40_50_16,before,0.0260422,-0.0457688
tool,41_50_16,before,0.0260136,-0.045767303
tool,41_50_16,before,0.0260136,-0.045767303
tool,41_50_28,before,0.0259927,-0.045766208
tool,41_50_16,after,0.0259865,-0.045765883
tool,41_50_28,before,0.0259328,-0.045763072
tool,28_38_28,after,0.0258866,-0.045760653
tool,41_50_16,before,0.0258433,-0.045758386
tool,28_38_28,after,0.0258394,-0.045758182
tool,40_50_16,before,0.0258167,-0.045756994
tool,41_50_16,before,0.02579,-0.045755596
tool,41_50_28,before,0.0257736,-0.045754738
tool,41_50_28,before,0.0257369,-0.045752817
tool,41_50_16,before,0.0257369,-0.045752817
tool,28_38_28,after,0.0257355,-0.045752744
tool,41_50_16,before,0.0257087,-0.045751342
tool,40_50_16,before,0.0255789,-0.04574455
tool,41_50_16,before,0.0255276,-0.045741867
tool,41_50_16,before,0.0254671,-0.045738702
tool,41_50_16,before,0.0254391,-0.045737238
tool,28_38_28,after,0.0253913,-0.045734738
tool,41_50_28,before,0.025328,-0.045731428
tool,41_50_28,before,0.0252072,-0.045725113
tool,41_50_28,before,0.0252072,-0.045725113
tool,41_50_16,before,0.0252072,-0.045725113
tool,28_38_28,after,0.0252039,-0.045724941
tool,40_50_28,after,0.0251633,-0.045722819
tool,28_38_28,after,0.0251277,-0.045720958
tool,40_50_16,before,0.0250894,-0.045718957
tool,28_38_12,before,0.0250691,-0.045717896
tool,28_38_28,after,0.0250515,-0.045716976
tool,41_50_16,before,0.0250515,-0.045716976
tool,41_50_16,before,0.0250515,-0.045716976
tool,28_38_28,after,0.024913,-0.045709741
tool,28_38_28,after,0.024913,-0.045709741
tool,28_38_28,after,0.024913,-0.045709741
tool,28_38_12,before,0.024913,-0.045709741
tool,41_50_16,before,0.024913,-0.045709741
tool,41_50_16,before,0.024913,-0.045709741
tool,41_50_16,before,0.024913,-0.045709741
tool,41_50_16,after,0.024913,-0.045709741
tool,41_50_28,before,0.0249129,-0.045709736
tool,28_38_28,after,0.0249129,-0.045709736
tool,28_38_28,after,0.0249129,-0.045709736
tool,41_50_16,before,0.0249129,-0.045709736
tool,41_50_16,before,0.0249129,-0.045709736
tool,41_50_16,after,0.0249129,-0.045709736
tool,28_38_28,after,0.0249127,-0.045709725
tool,41_50_16,before,0.0249127,-0.045709725
tool,41_50_16,before,0.0249127,-0.045709725
tool,28_38_28,before,0.0249124,-0.04570971
tool,41_50_16,after,0.0249124,-0.04570971
tool,41_50_16,after,0.0249124,-0.04570971
tool,41_50_16,before,0.0249116,-0.045709668
tool,28_38_28,after,0.0249114,-0.045709657
tool,41_50_16,before,0.0249114,-0.045709657
tool,40_50_16,before,0.0249107,-0.045709621
tool,41_50_16,before,0.0249107,-0.045709621
tool,41_50_16,before,0.0249107,-0.045709621
tool,41_50_16,before,0.0249107,-0.045709621
tool,28_38_28,after,0.0249098,-0.045709574
tool,28_38_12,before,0.0249092,-0.045709542
tool,41_50_28,before,0.0249077,-0.045709464
tool,28_38_28,after,0.0249077,-0.045709464
tool,28_38_28,after,0.0249077,-0.045709464
tool,28_38_28,before,0.024907,-0.045709427
tool,41_50_16,before,0.0249068,-0.045709417
tool,28_38_28,after,0.0249064,-0.045709396
tool,41_50_16,before,0.0249037,-0.045709255
tool,28_38_28,before,0.0249025,-0.045709192
tool,28_38_28,after,0.0249025,-0.045709192
tool,28_38_28,after,0.0249025,-0.045709192
tool,41_50_16,after,0.024789,-0.045703265
tool,41_50_16,before,0.0247555,-0.045701515
tool,41_50_16,before,0.0247068,-0.045698973
tool,41_50_16,after,0.0247068,-0.045698973
tool,28_38_28,before,0.0246945,-0.04569833
tool,41_50_16,before,0.0246852,-0.045697845
tool,28_38_28,after,0.0246846,-0.045697814
tool,40_50_28,before,0.0246569,-0.045696368
tool,41_50_28,before,0.0246465,-0.045695825
tool,41_50_16,before,0.0246416,-0.045695569
tool,41_50_28,before,0.0246311,-0.045695021
tool,41_50_16,after,0.0246047,-0.045693643
tool,28_38_28,after,0.0245814,-0.045692426
tool,41_50_28,before,0.0245803,-0.045692369
tool,41_50_16,before,0.0245802,-0.045692364
tool,28_38_12,after,0.0245361,-0.045690062
tool,41_50_16,before,0.0245361,-0.045690062
tool,28_38_28,after,0.0244927,-0.045687797
tool,41_50_16,before,0.0244927,-0.045687797
tool,41_50_28,before,0.0244864,-0.045687468
tool,40_50_28,after,0.024465,-0.045686352
tool,41_50_28,before,0.0244378,-0.045684932
tool,41_50_16,before,0.0244239,-0.045684207
tool,28_38_28,after,0.024414,-0.045683691
tool,41_50_28,before,0.0243977,-0.04568284
tool,41_50_16,before,0.0243977,-0.04568284
tool,28_38_28,after,0.0243905,-0.045682465
tool,41_50_16,before,0.0243905,-0.045682465
tool,41_50_16,before,0.0243905,-0.045682465
tool,41_50_16,before,0.0243764,-0.045681729
tool,41_50_16,before,0.0243591,-0.045680826
tool,41_50_28,before,0.0243176,-0.045678662
tool,41_50_16,before,0.0243176,-0.045678662
tool,41_50_16,before,0.0243176,-0.045678662
tool,28_38_28,before,0.0243165,-0.045678604
tool,28_38_28,after,0.0243165,-0.045678604
tool,40_50_16,before,0.024307,-0.045678109
tool,40_50_16,before,0.024307,-0.045678109
tool,41_50_16,before,0.024305,-0.045678004
tool,28_38_28,after,0.0243023,-0.045677863
tool,41_50_16,after,0.0242811,-0.045676758
tool,41_50_16,after,0.0242685,-0.0456761
tool,41_50_16,before,0.0242667,-0.045676007
tool,40_50_16,before,0.0242662,-0.045675981
tool,28_38_28,after,0.0242662,-0.045675981
tool,40_50_16,before,0.0242525,-0.045675266
tool,41_50_16,before,0.0242525,-0.045675266
tool,41_50_16,before,0.0242525,-0.045675266
tool,40_50_16,before,0.0242518,-0.045675229
tool,41_50_28,before,0.0242518,-0.045675229
tool,28_38_28,after,0.0242518,-0.045675229
tool,41_50_16,before,0.0242518,-0.045675229
tool,28_38_28,after,0.0242516,-0.045675219
tool,28_38_28,after,0.0242516,-0.045675219
tool,41_50_16,before,0.0242516,-0.045675219
tool,41_50_16,before,0.0242375,-0.045674484
tool,28_38_12,after,0.0242368,-0.045674447
tool,41_50_16,before,0.0242207,-0.045673607
tool,41_50_16,before,0.0242161,-0.045673368
tool,40_50_16,before,0.0242158,-0.045673352
tool,40_50_16,before,0.0242158,-0.045673352
tool,41_50_28,before,0.0242157,-0.045673347
tool,41_50_28,before,0.0242157,-0.045673347
tool,41_50_28,before,0.0242157,-0.045673347
tool,28_38_28,after,0.0242157,-0.045673347
tool,41_50_16,before,0.0242157,-0.045673347
tool,41_50_16,before,0.0242157,-0.045673347
tool,41_50_16,before,0.024211,-0.045673102
tool,28_38_28,after,0.0241964,-0.04567234
tool,28_38_28,before,0.0241872,-0.04567186
tool,28_38_28,after,0.0241856,-0.045671777
tool,41_50_16,before,0.0241856,-0.045671777
tool,41_50_28,before,0.0241831,-0.045671647
tool,41_50_16,before,0.0241831,-0.045671647
tool,41_50_16,before,0.0241777,-0.045671365
tool,41_50_16,before,0.024164,-0.045670651
tool,28_38_12,after,0.0241583,-0.045670353
tool,28_38_28,after,0.0241472,-0.045669775
tool,41_50_16,before,0.0241472,-0.045669775
tool,28_38_28,after,0.0241395,-0.045669373
tool,40_50_16,before,0.024092,-0.045666897
tool,40_50_16,before,0.024092,-0.045666897
tool,41_50_28,before,0.024092,-0.045666897
tool,41_50_28,before,0.024092,-0.045666897
tool,28_38_28,before,0.024092,-0.045666897
tool,28_38_28,after,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,41_50_16,before,0.024092,-0.045666897
tool,28_38_28,after,0.0240805,-0.045666297
tool,41_50_28,before,0.0240317,-0.045663753
tool,40_50_28,before,0.0240317,-0.045663753
tool,28_38_28,before,0.0240317,-0.045663753
tool,28_38_28,after,0.0240317,-0.045663753
tool,40_50_28,after,0.0240272,-0.045663518
tool,28_38_28,after,0.0240272,-0.045663518
tool,41_50_16,before,0.0240272,-0.045663518
tool,41_50_16,before,0.0240272,-0.045663518
tool,41_50_28,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.024007,-0.045662465
tool,41_50_16,before,0.02398,-0.045661058
tool,40_50_16,before,0.0239781,-0.045660959
tool,28_38_28,before,0.0239781,-0.045660959
tool,28_38_28,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,41_50_16,before,0.0239525,-0.045659625
tool,40_50_16,before,0.0239181,-0.045657832
tool,28_38_28,after,0.0239135,-0.045657592
tool,28_38_28,after,0.023678,-0.045645322
tool,41_50_28,before,0.0236087,-0.045641713
tool,40_50_16,before,0.0236054,-0.045641541
tool,40_50_16,before,0.0235904,-0.04564076
tool,41_50_16,after,0.0235904,-0.04564076
tool,41_50_16,before,0.0235299,-0.045637609
tool,41_50_16,before,0.023505,-0.045636313
tool,40_50_16,after,0.0235,-0.045636052
tool,28_38_28,after,0.023498,-0.045635948
tool,41_50_16,before,0.023498,-0.045635948
tool,41_50_28,before,0.0234343,-0.045632632
tool,28_38_28,after,0.0234343,-0.045632632
tool,28_38_28,after,0.0234343,-0.045632632
tool,41_50_16,before,0.0234343,-0.045632632
tool,28_38_28,after,0.0233839,-0.045630008
tool,40_50_16,after,0.0233,-0.045625642
tool,28_38_28,after,0.0232774,-0.045624465
tool,41_50_16,after,0.0232246,-0.045621718
tool,41_50_16,before,0.0231743,-0.045619101
tool,41_50_16,before,0.0230564,-0.045612968
tool,28_38_28,before,0.0230489,-0.045612577
tool,40_50_16,before,0.0230053,-0.04561031
tool,28_38_12,after,0.022932,-0.045606498
tool,28_38_28,after,0.0229076,-0.045605229
tool,28_38_28,after,0.0227462,-0.045596839
tool,41_50_28,after,0.0225154,-0.045584846
tool,41_50_16,before,0.0224543,-0.045581672
tool,28_38_28,after,0.0224129,-0.045579521
tool,40_50_16,after,0.0224,-0.045578851
tool,41_50_16,before,0.022342,-0.045575839
tool,40_50_16,before,0.0223203,-0.045574713
tool,41_50_16,before,0.0222922,-0.045573253
tool,41_50_16,before,0.0220915,-0.045562835
tool,40_50_16,before,0.0220626,-0.045561335
tool,28_38_28,after,0.0220152,-0.045558875
tool,40_50_16,after,0.022,-0.045558087
tool,40_50_16,after,0.0219,-0.045552898
tool,28_38_12,after,0.0218813,-0.045551928
tool,41_50_16,after,0.0217921,-0.045547301
tool,41_50_16,before,0.0217826,-0.045546809
